dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy
19-04-2023,67719970,Poszukiwani spawacze do zleceń na terenie Niemiec,Wszystkie ogłoszenia/Ogłoszenia Konin/Praca Konin/Praca Budownictwo / Geodezja Konin,https://sprzedajemy.pl/oferty-uzytkownika-9358353,,"
Oferujemy zlecenia dla brygad spawalniczych, 2-4 osobowych. Spawanie metodą MAG 135, 136 oraz TIG 141.

Nawiązujemy współpracę z jednoosobowymi działalnościami gospodarczymi oraz większymi firmami spawalniczymi.

Rozpoczęcie prac: 24 kwietnia 2023

Zakres zadań:

Prace spawalnicze. Szczegółowy zakres prac w zależności od zlecenia


Czego możesz oczekiwać podejmując z nami współpracę?

- Satysfakcji – oferujemy najwyższe stawki godzinowe na rynku
- Stabilności – gwarantujemy Tobie długotrwałe i ciągłe zlecenia
- Komfortu – ustalamy dogodny system zjazdów do domu
- Bezpieczeństwa – pomagamy w sprawach administracyjnych i organizacyjnych


Czego będziesz potrzebował do współpracy?

- Aktywnej działalności gospodarczej – rozliczamy się godzinowo, na fakturę
- Podstawowych narzędzi, ubrania roboczego oraz oczywiście przyłbicy spawalniczej – wyposażenie i BHP to dla fachowca rzecz oczywista
- Własnego samochodu – do dojazdu na zlecenie – wystarczy 1 auto na grupę

Nie znasz języka niemieckiego?

Znajomość języka niemieckiego jest wymagana dla jednej osoby w parze! Nie wymagamy znajomości języka od wszystkich!


Aplikuj!

Osoba kontaktowa: 
Agnieszka Cieślak
Specjalista ds. rekrutacji
",100,100,zł,godz. brutto,Konin,Inna,Samozatrudnienie
05-02-2023,66941185,Praca Niemcy Fotowoltaika,Wszystkie ogłoszenia/Ogłoszenia Ostrołęka/Praca Ostrołęka/Praca Budownictwo / Geodezja Ostrołęka,https://sprzedajemy.pl/oferty-uzytkownika-9310122,,"
Zatrudnię na stanowisko – Elektromonter / Monter / Instalator / Pomocnik elektromontera.

Praca przy realizacji instalacji fotowoltaicznych na terenie Niemiec.

Wykonujemy prace wewnętrzne tj. montaż falownika, ładowarki samochodowej, banku energii, podłączenie rozdzielni elektrycznej oraz uruchomienie.

Pracujemy w ekipach dwuosobowych. Schemat pracy jest zawsze taki sam – jedziemy na bazę firmy pobrać niezbędne materiały. Następnie do klienta wykonać instalację i wracam do kwatery.

Oferujemy - bardzo dobre wynagrodzenie, stabilne zatrudnię (forma zatrudnienia jest do dogadania), niezbędne narzędzia do pracy, ubrania robocze, zakwaterowanie, samochód służbowy, zjazdy do Polski.

Wymagamy – znajomości języka Niemieckiego / Angielskiego w stopniu umożliwiającym swobodną komunikację. Prawo jazdy kat. B.

Jeśli nie masz doświadczenia elektrycznego, ale znasz język też się przydasz.

Czekamy na Ciebie.

*** *** ***

m.******a@v*********.pl
",,,,,,Inna,Umowa o pracę/Umowa o dzieło/Umowa zlecenie/Samozatrudnienie/Inna
03-03-2023,66433982,"Praca w markecie, Dino Polska S.A., Ruda",Wszystkie ogłoszenia/Ogłoszenia Ruda/Praca Ruda/Praca Sprzedawca / Kasjer Ruda,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE
Ruda, woj. mazowieckie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb

stabilność zatrudnienia, umowę o pracę

możliwość rozwoju - stawiamy na awanse wewnętrzne

niezbędne szkolenia

atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Ruda,Pełen etat,Umowa o pracę
10-05-2023,67811720,Monter rusztowań-Sztokholm-j. angielski-od zaraz,Wszystkie ogłoszenia/Ogłoszenia Gdańsk/Praca Gdańsk/Praca Budownictwo / Geodezja Gdańsk,https://sprzedajemy.pl/oferty-uzytkownika-9616947,,"
PRACA SZUKA WŁAŚNIE CIEBIE!
Szukamy MONTERA RUSZTOWAŃ z doświadczeniem.
Szwecja - praca w Sztokholmie (szwedzka umowa) – praca przy tunelach i fabrykach. 
Zakwaterowanie pomaga załatwić firma. 
Stawka: 170-200 SEK brutto/h
Jeżeli masz:
• Doświadczenie przy montażu rusztowań,
• Bardzo dobrą znajomość j. angielskiego,
• Zaangażowanie oraz chęć do pracy, 
• Prawo jazdy kategorii B mile widziane.

Zadzwoń lub napisz – „RUSZTOWANIE” - *********
KRAZ 13 471
",,,,,Gdańsk,Pełen etat,Umowa o pracę
19-12-2023,67118386,mechanik samochodowy,Wszystkie ogłoszenia/Ogłoszenia Konin/Praca Konin/Praca Motoryzacja Konin,https://sprzedajemy.pl/oferty-uzytkownika-7157318,,"
Cardom Sp. z o.o. Dealer marki Peugeot w Koninie zatrudni osobę na stanowisko: mechanik samochodowy osobę uczciwą, skrupulatną, solidną, niekaraną, z doświadczeniem w mechanice samochodowej, posiadającą prawo jazdy kat. B, do której obowiązków będzie należało:• naprawa samochodów w oparciu o otrzymaną od przełożonego dokumentację,• wykonywanie przeglądów przedsprzedażnych,• wykonywanie napraw samochodów zgodnie z technologią GM PL• wypełnianie otrzymanej dokumentacji,• współpraca z działem części zamiennych i salonem sprzedaży. Zainteresowane osoby prosimy o przesyłanie CV na adres: pr**a@d*****.pl z dopiskiem „mechanik”
",3010,3010,zł,mies. brutto,,Pełen etat,Umowa o pracę
30-12-2023,67155903,Hydraulik - Monter – Instalacje Sanitarne – Bocholt – Niemcy,Wszystkie ogłoszenia/Ogłoszenia Poznań/Praca Poznań/Praca Budownictwo / Geodezja Poznań,https://sprzedajemy.pl/oferty-uzytkownika-9171276,,"
Hydraulik – Instalacje Sanitarne

Miejsce pracy: Bocholt

montaz ogrzewania podlogowego, nowe budownictwo

WYMAGANIA:

§  język niemiecki podstawy – mile widziany stopien komunikatywny

§  prawo jazdy + auto

§  Szkoła lub bardzo dobre doświadczenie w pracy przy instalacjach sanitarnych (Geberit itd.)




ZAKRES OBOWIĄZKÓW:

§  instalacje sanitarne w nowych i starych budownictwa, wymiana wszelkich odpływów i dopływów, w nowych budynkach także instalacja ogrzewania podłogowego




OFERUJEMY:

§  umowa o pracę na warunkach niemieckich

§  możliwość uzyskania podwyżek, urlop płatny, zjazdy do polski

§  stawka: 13 Euro + dieta godzinowa 50 Euro netto

§  praca min 40 godzin tygodniowo do 60 godzin

§  kwatera: pokoj jednoosobowy organizowany poprzez pracodawce




KONTAKT:

tel. +48 *** *** ***

mail: in*o@w**********com




Prosimy o załączenie klauzuli:

„Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w mojej ofercie pracy dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z Ustawą z dnia 29.08.1997 roku o Ochronie Danych Osobowych; tekst jednolity: Dz. U. z 2002r. Nr 101, poz. 926 ze zm.)”
",9000,13000,zł,mies. brutto,,Pełen etat,Umowa o pracę
26-04-2023,65964490,DOSTAWCA SOCHACZEW GLOVO|UBER EATS 20-45zł/h Brutto,Wszystkie ogłoszenia/Ogłoszenia Sochaczew/Praca Sochaczew/Praca Transport / Spedycja / Dystrybucja Sochaczew,https://sprzedajemy.pl/oferty-uzytkownika-9058619,,"
DOSTAWCA SOCHACZEW GLOVO|UBER EATS 20-45zł/h Brutto
PTD Partner jest niezależną firmą współpracującą z  Glovo|Uber Eats.
Cenimy Twój czas, dlatego grafik jest elastyczny i dostosowany do Twoich potrzeb.
Jesteśmy we wszystkich miastach, w których działa platforma Glovo|Uber Eats.
  
WYMAGANIA:
• Ukończone 18 lat
• Pojazd (rower, skuter, samochód)
• Smartfon z dostępem do Internetu
• Dowód osobisty lub paszport 
• Uczciwość i rzetelność
• Entuzjazm
 
OBOWIĄZKI:
• Odbieranie i dostarczanie posiłków
• Ekspresowe dostawy kurierskie
 
OFERUJEMY:
• Legalne zatrudnienie na podstawie umowy zlecenie lub umowy B2B
• Wynagrodzenia od każdego zamówienia, które obejmuje część stałą i część zmienną
• Bezpłatny pakiet szkoleniowy
• Elastyczny grafik uwzględniający Twoje preferencje
• Pełną obsługę i pomoc w trakcie wykonywania pracy

Cały proces rekrutacyjny odbywa się online, dzięki temu wszystkie formalności załatwisz z domu do momentu realizacji pierwszej dostawy.

Chcesz dowiedzieć się więcej???
Zgłoś się do nas już dziś!!!
Zainteresowane osoby prosimy o zarejestrowanie się na stronie ptdpartner.pl
Więcej informacji pod numerem telefonu ***-***-***

WAŻNE GLOVO!!!
Zarejestruj się po linku poniżej żeby zostać dopisany bezpośrednio do naszej floty
http**********************************************************

WAŻNE UBER EATS!!!
Zarejestruj się po linku poniżej jak chcesz dołączyć do naszej floty dostawców
http************************************************************

Przyjemna, prosta praca i konkretne wynagrodzenie!! Aplikuj już dziś i dołącz do najbardziej zadowolonych dostawców Glovo|Uber Eats w Sochaczewie.


Wyrażam zgodę na przetwarzanie moich danych osobowych dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z ustawą z dnia 10 maja 2018 roku o ochronie danych osobowych (Dz. Ustaw z 2018, poz. 1000) oraz zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO).
",1000,7000,zł,mies. brutto,Sochaczew,Inna,Umowa zlecenie/Samozatrudnienie/Inna
25-01-2023,67280163,Hydraulik / Monter – Bocholt – Niemcy - Montaż Ogrzewania Po,Wszystkie ogłoszenia/Ogłoszenia Poznań/Praca Poznań/Praca Budownictwo / Geodezja Poznań,https://sprzedajemy.pl/oferty-uzytkownika-9171276,,"
Hydraulik / Monter 

Miejsce pracy: Bocholt


Zakres Prac: montaż ogrzewania podłogowego

WYMAGANIA:

§  język niemiecki komunikatywny mile widziany

§  prawo jazdy + auto mile widziane

§  Szkoła lub bardzo dobre doświadczenie w pracy przy instalacjach sanitarnych (Geberit itd.)

OFERUJEMY:

§  umowa o pracę na warunkach niemieckich

§  możliwość uzyskania podwyżek, urlop płatny, zjazdy do polski

§  stawka: 13 Euro + dieta godzinowa 3€/h netto

§  praca min 40 godzin tygodniowo do 60 godzin

§  kwatera: bezpłatny pensjonat




KONTAKT:

tel. +48 *** *** ***

mail: in*o@w**********com




Prosimy o załączenie klauzuli:

„Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w mojej ofercie pracy dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z Ustawą z dnia 29.08.1997 roku o Ochronie Danych Osobowych; tekst jednolity: Dz. U. z 2002r. Nr 101, poz. 926 ze zm.)”
",9000,13000,zł,mies. brutto,,Pełen etat,Umowa o pracę
09-05-2023,66808642,"Praca dla os. z orzecz., Dino Polska S.A., Łódź",Wszystkie ogłoszenia/Ogłoszenia Łódź/Praca Łódź/Praca Sprzedawca / Kasjer Łódź,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE
Łódź woj. łódzkie

z orzeczonym stopniem niepełnosprawności

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb

stabilność zatrudnienia, umowę o pracę

możliwość rozwoju - stawiamy na awanse wewnętrzne

niezbędne szkolenia

atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Łódź,Pełen etat,Umowa o pracę
18-05-2023,67852416,Operator CNC,Wszystkie ogłoszenia/Ogłoszenia Wałbrzych/Praca Wałbrzych/Praca Produkcja / Przemysł ciężki Wałbrzych,https://sprzedajemy.pl/oferty-uzytkownika-9715544,,"
Miejsce pracy: Jawor
Stanowisko: OPERATOR CNC 
Oferta:

• Zatrudnienie na podstawie umowy o pracę tymczasową z możliwością przejścia do naszego Klienta
• Praca w systemie II zm docelowo III zm
• Darmowy transport pracowniczy
• Atrakcyjne wynagrodzenie plus premie 600 zł miesięcznie
• Bogaty pakiet benefitów ManpowerGroup: dostęp do karty MultiSport, prywatnej opieki medycznej, ubezpieczenia grupowego PZU, platformy MyBenefit oraz programu rabatowego ManpowerGroup Premium ze zniżkami na produkty i usługi wielu firm, sklepów, obiektów sportowych, teatrów i restauracji
• Możliwość rozwoju w prestiżowej firmie z branży motoryzacyjnej 
• Szansa na zdobycie cennego doświadczenia zawodowego
Zadania:
• Obsługa maszyn i urządzeń do obróbki bloków silnika
• Przestrzeganie ustalonych wymagań bezpieczeństwa pracy
• Zapewnienie ciągłości produkcji, wykonanie zadań w wyznaczonym czasie.
 
Wymagania:
• znajomość obsługi narzędzi kontrolno-pomiarowych oraz maszyn i procesów obróbczych (wiercenie, toczenie, frezowanie, hartowanie, szlifowanie, dłutowanie, itp.),
• znajomość oprogramowania komputerowego: praktyczne umiejętności obsługi MS Office, Power Point, Excel – mile widziane
• uprawnienia do obsługi wózków widłowych, uprawnienia do obsługi suwnic – mile widziane
",,,,,Wałbrzych,Pełen etat,Umowa o pracę
20-04-2023,67327425,Ślusarz - Monter Świecie,Wszystkie ogłoszenia/Ogłoszenia Świecie/Praca Świecie/Praca Produkcja / Przemysł ciężki Świecie,https://sprzedajemy.pl/oferty-uzytkownika-9572020,,"
Ślusarz - Monter

Oczekujemy

umiejętności czytania rysunków technicznych

umiejętność sprawnego posługiwania się elektronarzędziami

praca w zespole

mile widziane podstawowe umiejętności spawania

Oferujemy: 

pracę w stabilnej firmie w oparciu o umowę o pracę 

atrakcyjne wynagrodzenie (zależne od doświadczenia i uprawnień)

pracę na miejscu i w okolicy

Więcej informacji telefonicznie lub w wiadomości.
",,,,,Świecie,Pełen etat,Umowa o pracę
13-03-2023,65920859,Opiekunka/opiekun osób starszych w Niemczech,Wszystkie ogłoszenia/Ogłoszenia Jelenia Góra/Praca Jelenia Góra/Praca Zdrowie / Opieka Jelenia Góra,https://sprzedajemy.pl/oferty-uzytkownika-9013158,,"
Jesteśmy firmą o ugruntowanej pozycji na rynku, w związku z czym sprawdzoną i bezpieczną.
Podejmując współpracę z nami mają Państwo pewność rzetelnego, profesjonalnego podejścia, wsparcia oraz zainteresowania z naszej strony.
Jesteśmy członkiem elitarnej Sekcji Agencji Opieki (SAO) w ramach Stowarzyszenia Agencji Zatrudnienia (SAZ), która jest gwarantem profesjonalizmu oraz przejrzystości funkcjonowania.

Będziesz odpowiedzialna/y za:
-opiekę nad osobą starszą
-zajęcia lub gry aktywujące seniora/seniorkę
-asystowanie przy czynnościach sprawiających trudności
-zakupy, gotowanie, pranie i prasowanie

Wymagane kwalifikacje:
-minimum komunikatywna znajomość języka niemieckiego
-minimum 1 rok doświadczenia w pracy przy opiece nad osobami starszymi (również w Polsce)
-empatia, cierpliwość oraz życzliwość wobec seniorów
-prawo jazdy będzie dodatkowym atutem

OFERUJEMY:
-legalne zatrudnienie w oparciu o bieżące wymogi prawne
-własny pokój, w pełni umeblowany, TV oraz internet
-pokrywamy koszty przejazdów
-zapewnione zakwaterowanie oraz wyżywienie
-indywidualne podejście do każdego pracownika
-wsparcie telefoniczne zarówno pod względem językowym jak i fachowym w kwestiach opieki
-atrakcyjne wynagrodzenie w zależności od posiadanych kwalifikacji

Wynagrodzenie od 1300 Euro do 1700 Euro netto miesięcznie, zależne od poziomu doświadczenia oraz stopnia znajomości j.niemieckiego. W związku z licznymi zapytaniami informujemy, że podczas dwumiesięcznego wyjazdu mogą Państwo zarobić między 2600 Euro, a 3400 Euro i jest to już Państwa wynagrodzenie netto, tzn. „na rękę”. 

Czas pobytu: standardowo 2 miesiące (lub dłużej) do indywidualnego ustalenia.
",,,,,Jelenia Góra,Pełen etat,Umowa zlecenie
14-03-2023,67539208,MURARZ Belgia,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca fizyczna Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9703081,,"
MURARZ – Praca przy budowie bloków mieszkalnych 
Lokalizacja: Belgia, Antwerpia  

Główne zadania:  
*Murowanie z użyciem cegły licowej 
*Przygotowanie i nakładanie zaprawy 
*Szpachlowanie 
*Umieszczanie materiału izolacyjnego 
*Wykonywanie szalunków  
*Umieszczanie niezbędnych zabezpieczeń przeciwpowodziowych we właściwym miejscu 
  
Wymagania: 
*Doświadczenie na stanowisku murarza 
*Wiedza w zakresie budownictwa/murarstwa 
*Język Angielski na komunikatywnym poziomie 
*Własne auto (1 auto na 4 os)  
 
Oferujemy: 
*Belgijską umowę o pracę z 3 miesięcznym okresem próbnym 
*15.00EUR netto/h  
*Zwrot kosztów paliwa za dojazd powyżej 30-40km 0.20-0.30EUR za km 
*Darmowe zakwaterowanie w pobliżu budowy 
*Minimum 50h tygodniowo z możliwością nadgodzin
",,,,,Warszawa,Pełen etat,Umowa o pracę
14-03-2023,67542903,Serwis kina 12d,Wszystkie ogłoszenia/Ogłoszenia Szczecinek/Praca Szczecinek/Praca Energetyka / Elektronika Szczecinek,https://sprzedajemy.pl/oferty-uzytkownika-8916574,,"
Poszukuję technika elektronicznego,Informatyka ktòry podjął by się serwisowania kina 12D (fotki poniżej) Proszę o Kontakt tylko fachowcòw.Praca na sezon.Bardzo dobre zarobki.********* 

WhatsApp 00491755226689.
",7000,10000,zł,mies. brutto,Szczecinek,Sezonowa,Umowa o dzieło
24-04-2023,67741822,Pracownik Produkcji Siatki,Wszystkie ogłoszenia/Ogłoszenia Kędzierzyn-Koźle/Praca Kędzierzyn-Koźle/Praca Produkcja / Przemysł ciężki Kędzierzyn-Koźle,https://sprzedajemy.pl/oferty-uzytkownika-9732131,,"
Obsługa maszyn siatkarskich, uzupełnianie zasobów kontrola nad procesem produkcji.
",17,18,zł,godz. brutto,Kędzierzyn-Koźle,Pełen etat,Umowa zlecenie
08-04-2023,66728761,Zatrudnimy Fryzjerów Warszawa,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Fryzjerstwo / Kosmetyka Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9593997,,"
Firma z ugruntowaną pozycją na rynku usług fryzjerskich zatrudni fryzjerów lub osoby po kursie fryzjerskim do przyuczenia zawodowego.

Oferujemy:

stabilne zatrudnienie
umowę o pracę
dużą bazę klientów
pracę w pełnym wymiarze godzin
elastyczny grafik
możliwość rozwoju zawodowego
szkolenia
Oczekujemy:

Chęci do pracy
Doświadczenia fryzjerskiego lub odbytego kursu
Przyjaznego nastawienie do klientów oraz otoczenia
Umiejętność pracy w zespole
Osoby zainteresowane współpracą prosimy o wysłanie CV na adres @ i kontakt telefoniczny .
",,,,,Warszawa,Pełen etat,Umowa o pracę
28-02-2023,67168027,Aktorka/aktor do reklam na YouTube,"Wszystkie ogłoszenia/Ogłoszenia Wrocław/Praca Wrocław/Praca: hostessy, modele, aktorzy Wrocław",https://sprzedajemy.pl/oferty-uzytkownika-9649148,,"
Na zlecenie klienta, agencja E-CASTINGI szuka aktorek/aktorów z całej Polski, do reklam na YouTube. Zgłoś się do nas jeśli dobrze czujesz się przed kamerą, chcesz rozwinąć karierę na YouTube, oraz mieć możliwość podjęcia współpracy z agencjami reklamowymi.

Doświadczenie nie jest wymagane, szukamy osób, które zarówno rozpoczynają swoją karierę, jak i tych które chcą ją bardziej rozwinąć.

Wiek od 18 do 45 lat.

Wszystkie osoby zainteresowane prosimy o przesłanie swojego CV/portfolio wraz z danymi (imię i nazwisko, adres e-mail oraz numer telefonu) na adres:

am***a@e********.pl lub ko****t@e********.pl

*IMPREKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ, z siedzibą w 00-848 WARSZAWA, UL. ŻELAZNA 59 /0803  NIP: PL5213590867 prowadząca projekt E-CASTINGI*
",6000,7000,zł,mies. brutto,,Inna,Inna
